id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1426,1.4833,42.0,3.564841498559078,1.0115273775216138,2033.0,4.077809798270893,34.0,-118.28,1.028
1427,4.9375,26.0,6.427083333333333,1.0,500.0,2.984399375975039,38.71,-121.17,2.38
1428,5.8792,33.0,6.7539267015706805,1.0462633451957295,871.0,2.1901140684410647,34.05,-118.11,5.00001
1429,1.8977,30.0,4.684210526315789,1.0588235294117647,994.0,2.938235294117647,39.51,-122.22,0.802
1430,3.7361,4.0,5.60702875399361,1.1247637051039698,3264.0,2.1769464105156726,33.7,-117.18,1.44
1431,6.4823,15.0,6.024653312788906,1.032822757111597,2140.0,2.65282583621684,37.27,-121.88,2.68
1432,12.9792,20.0,8.28,1.068,570.0,2.7,37.35,-122.09,5.00001
1433,4.8125,15.0,5.273684210526316,1.0921052631578947,883.0,1.9649122807017545,34.15,-118.41,2.556
1434,4.3586,15.0,4.306569343065694,1.0656934306569343,749.0,3.5034602076124566,33.91,-117.91,2.333
1435,6.8099,52.0,7.658792650918636,0.9956803455723542,1141.0,2.627296587926509,37.76,-122.14,4.347
1436,6.091,16.0,5.681283422459893,0.9916805324459236,1668.0,2.9235668789808926,33.68,-117.97,2.662
1437,3.5461,35.0,5.334224598930481,1.038860103626943,1028.0,2.73536299765808,34.25,-118.3,1.966
1438,2.5651,35.0,3.7947454844006567,1.0215827338129495,1593.0,2.5641025641025643,34.18,-118.3,2.173
1439,4.1607,20.0,5.348082595870206,1.054093567251462,1593.0,2.382619973614748,37.74,-122.47,2.688
1440,3.6207,23.0,4.96697247706422,1.0104712041884816,7235.0,2.5323624595469254,34.18,-118.65,2.32
1441,2.4821,23.0,5.022458628841608,1.088850174216028,703.0,2.7401574803149606,38.59,-121.46,0.95
1442,4.9779,14.0,5.865761689291101,1.0466786355475763,1083.0,2.8632676709154112,34.04,-117.01,1.416
1443,4.2222,10.0,6.428571428571429,1.1007326007326008,1369.0,3.062271062271062,38.59,-121.34,1.643
1444,2.8281,35.0,4.571428571428571,1.0847457627118644,1075.0,4.116071428571429,34.05,-117.75,1.625
1445,4.854,25.0,5.334415584415584,1.0113378684807257,1015.0,2.486822033898305,37.95,-122.06,1.83
1446,2.7268,17.0,5.212922173274596,1.042378672057001,7604.0,2.5559006211180124,38.48,-122.88,1.518
1447,1.8238,37.0,2.992537313432836,1.0816326530612246,1199.0,3.204081632653061,33.95,-118.34,1.1
1448,1.5521,52.0,3.657794676806084,1.093681917211329,1710.0,3.484320557491289,37.79,-122.42,0.525
1449,4.6648,16.0,4.280991735537191,1.0763052208835342,1048.0,2.209944751381216,33.8,-118.11,3.326
1450,5.3169,21.0,6.334500875656743,1.0714285714285714,4198.0,3.313588850174216,36.97,-121.97,2.9
1451,5.2571,18.0,6.751677852348993,1.007600434310532,3906.0,3.602094240837696,33.88,-117.55,1.683
1452,8.0564,26.0,7.659574468085107,1.0049382716049382,1301.0,2.8299518413597737,34.04,-118.5,4.466
1453,3.4038,13.0,5.755952380952381,1.1726190476190477,649.0,3.851190476190476,36.3,-119.77,0.841
1454,3.3409,14.0,4.584288052373159,1.0540098199672667,2228.0,2.983633387888707,34.08,-117.68,1.344
1455,3.9063,25.0,4.569014084507085,1.1065573770491803,3359.0,4.168449197860962,33.67,-117.91,1.545
1456,4.0795,25.0,6.363636363636363,1.0567200986436498,1269.0,2.986425339366516,33.92,-117.94,2.312
1457,4.6458,25.0,5.301397205588822,1.3123425692695214,2027.0,2.097447795823666,37.35,-122.06,2.75
1458,1.5,23.0,3.609756097560976,1.0609756097560976,216.0,2.756097560975609,39.5,-123.85,0.536
1459,5.5,16.0,6.0,0.9814323607427056,1341.0,3.147806004618938,37.26,-121.81,2.273
1460,3.6815,50.0,5.678403755868545,1.038647342995169,491.0,2.8089005235602094,37.76,-122.48,2.326
1461,3.5893,27.0,5.372972972972973,1.0675675675675675,1203.0,2.9472972972972973,33.87,-117.92,1.907
1462,3.6917,28.0,4.550295857988166,1.1460506706408349,1092.0,2.816976127320955,37.32,-121.92,2.472
1463,2.8472,10.0,5.090510948905109,1.1451292246520874,5731.0,3.071347678369196,34.19,-119.2,1.683
1464,3.2404,20.0,4.29247572815534,0.9866183574879228,1334.0,2.2475728155339807,33.65,-117.97,1.778
1465,4.5615,7.0,5.405405405405405,1.0674603174603174,1621.0,3.5040650406504064,33.85,-118.25,1.339
1466,6.0,46.0,6.463157894736842,0.9473684210526316,410.0,2.4368421052631577,37.79,-122.49,4.0
1467,3.2359,19.0,3.9643799472295513,1.079270877490462,1848.0,1.7044917257481125,34.02,-118.47,2.677
1468,7.7118,16.0,6.685064935064935,0.9935897435897436,2020.0,3.3125,37.46,-121.76,3.0
1469,15.0001,45.0,8.022598870056497,0.9483282674772036,1059.0,2.835341365461848,34.09,-118.41,5.00001
1470,3.7609,31.0,4.333333333333333,0.9661399548532732,1063.0,2.995485327301093,34.2,-118.4,2.208
1471,2.0,24.0,3.9211703958691912,1.0390835579514826,2248.0,2.494435612082671,32.8,-117.23,0.807
1472,3.0357,18.0,4.976645435244161,0.9910233393177738,1672.0,3.0563514804202483,37.69,-122.1,1.379
1473,2.7031,19.0,4.833333333333333,1.0772058823529411,1373.0,2.354430379746836,37.32,-121.96,1.992
1474,5.0839,14.0,5.98635477582846,1.0126182965299684,823.0,2.6049822064056927,38.44,-122.87,1.313
1475,3.1446,17.0,4.477919528942792,1.0325497287522605,1706.0,3.907185628742515,36.98,-121.34,2.094
1476,3.4926,18.0,5.212765957446808,1.0638297872340423,1613.0,4.669856459330148,32.56,-117.05,1.213
1477,3.5282,36.0,3.642857142857143,1.0775510204081633,918.0,1.4857142857142858,37.98,-122.63,3.099
1478,3.6512,36.0,4.765864332603939,1.0514657980456026,1654.0,2.879432624113475,34.19,-118.38,2.028
1479,3.6449,20.0,4.7525,1.0525,1660.0,2.5975,32.74,-117.07,1.273
1480,5.6304,46.0,6.102739726027397,1.0616438356164384,1191.0,2.7442922374429224,34.21,-118.17,3.3
1481,2.8261,27.0,4.380090497737557,1.0418502202643172,1266.0,2.592760180995477,34.95,-120.44,1.783
1482,4.2375,52.0,3.908675799086758,1.029559748427673,618.0,1.904382470119522,37.8,-122.41,3.156
1483,1.4529,33.0,4.584686774941996,1.043778801843318,1161.0,3.369710467706013,32.73,-117.12,0.814
1484,4.0878,5.0,6.091402714932126,1.0348432055749128,2935.0,3.149847094801223,38.34,-122.42,2.374
1485,10.4415,50.0,7.45112781954887,1.0231317829457365,723.0,2.990853658536585,34.19,-118.18,5.00001
1486,1.6375,13.0,4.557726465364121,1.0857787810383748,1279.0,1.81651376146789,39.08,-121.54,0.655
1487,2.89274,21.0,4.781065088757397,1.100294985250737,804.0,2.506234413965087,38.69,-121.25,0.799
1488,5.2359,37.0,4.9564270152505445,1.027027027027027,745.0,2.503355704697986,37.97,-122.53,3.447
1489,2.7303,10.0,3.933085501858731,1.0574338078291814,2106.0,2.106007067137809,34.15,-118.25,4.063
1490,3.2656,46.0,5.0945558739255015,1.0464547677261613,726.0,2.3758389261744965,37.75,-122.47,2.917
1491,4.9904,19.0,5.712413793103449,1.0268199233716475,1226.0,2.7241379310344827,37.88,-122.1,3.359
1492,4.1162,30.0,5.161616161616162,1.068686868686869,1805.0,3.313131313131313,34.17,-117.24,2.016
1493,2.5234,29.0,3.208823529411765,1.026470588235294,1386.0,5.252941176470588,33.99,-118.22,1.0
1494,5.2887,25.0,6.764976958525347,1.0959692898272553,870.0,3.0063451776649748,38.35,-122.77,3.847
1495,5.2045,52.0,6.129032258064516,0.9948979591836736,2059.0,2.3489736070381237,33.77,-118.12,2.447
1496,5.6396,16.0,5.72791519434629,1.0888516345347865,1531.0,2.291793313069909,37.74,-122.44,3.369
1497,3.7796,5.0,5.93900481540931,1.18125610152945,2847.0,2.8708133971291865,33.47,-116.74,2.273
1498,6.7546,26.0,8.111621621621621,1.1717171717171715,673.0,2.9878048780487805,33.72,-116.99,2.3
1499,2.8102,29.0,4.932160804020101,1.060070671378092,1155.0,2.798401060070672,32.69,-117.08,1.113
1500,4.0282,33.0,6.069825436408977,1.0,1172.0,2.7087765957446805,34.21,-118.53,2.578
1501,3.8421,47.0,4.81145584725537,1.0665236051502145,1243.0,2.835351089588379,34.17,-118.24,2.034
1502,2.5948,16.0,4.1551459293394775,0.9979123173277662,1822.0,2.857627118644067,33.99,-118.29,1.757
1503,2.3603,26.0,5.834829443447037,1.1085271317829457,1544.0,3.262608695652174,38.52,-121.44,0.842
1504,2.5644,23.0,5.584126984126984,1.1833976833976834,922.0,2.771309771309771,41.53,-124.09,0.894
1505,6.1461,35.0,6.629757785467128,1.100817438692098,1514.0,2.549888641425389,34.17,-118.04,5.00001
1506,1.7395,39.0,4.906752411575563,1.0472312703583062,1631.0,3.085592011412268,33.98,-116.44,0.72
1507,2.3681,28.0,3.257861635220126,1.0964169381107491,1446.0,4.698457223001403,34.07,-118.17,1.63
1508,5.5368,22.0,5.334801762114537,1.1713554987212276,1571.0,2.1820971867007675,37.38,-122.05,3.864
1509,5.2817,23.0,6.072,1.064,1543.0,3.078,34.1,-117.79,2.287
1510,4.3542,31.0,5.765935214211076,1.0171277997364954,1409.0,2.6658580958156457,37.63,-122.09,2.836
1511,3.6422,20.0,5.281208791208791,1.1013986013986017,601.0,2.7167832167832167,38.48,-122.74,1.398
1512,5.8283,21.0,6.387370405278039,1.0489596083231334,3260.0,3.027918781725888,33.76,-117.84,2.399
1513,2.6785,17.0,4.483644859813084,1.0725900116144018,1563.0,1.9180576631259485,32.79,-117.16,1.625
1514,1.8438,19.0,3.6243523316062176,1.075091575091575,702.0,2.6108786610878663,37.98,-121.27,0.666
1515,2.2745,24.0,4.619217081850533,1.11287625418099,7307.0,2.4902309058614565,35.67,-119.23,0.802
1516,4.5,41.0,4.177777777777778,0.8555555555555556,746.0,2.508888888888889,33.81,-118.14,2.098
1517,2.4605,39.0,5.163755458515284,1.0147874306839186,1624.0,2.62432915921288,33.87,-118.18,1.798
1518,1.847,17.0,2.8093434343434343,1.120812121212121,2526.0,2.9418886198547214,34.05,-118.29,1.156
1519,3.2794,32.0,5.754475703324808,1.0325497287522605,902.0,2.771539206195547,34.05,-118.38,3.539
1520,2.9386,24.0,4.061919504643963,1.061919504643963,2135.0,1.676025917926565,32.75,-117.16,1.125
1521,1.375,22.0,3.928363988382024,1.128491620111732,1262.0,1.5460327074500302,33.17,-117.2,1.982
1522,4.4167,30.0,5.422832980972516,1.137123745819398,1601.0,2.451761102603369,34.16,-118.36,3.512
1523,3.1653,14.0,4.24963927576612,1.134020618556701,3963.0,1.6018957345971565,34.09,-118.37,2.61
1524,3.0179,20.0,4.155629139072848,1.1366559485530547,1370.0,1.8471849865951744,34.22,-119.09,2.286
1525,3.7356,17.0,5.359838274932614,1.0788819875776396,1065.0,2.325635103926097,37.8,-121.22,1.375
1526,5.5798,15.0,5.128888888888889,1.0,1152.0,2.555555555555556,34.25,-118.41,1.9
1527,3.2361,35.0,5.032745591939547,1.0327455919395463,1005.0,2.925081433224756,32.83,-117.14,1.713
1528,4.7356,39.0,6.972151898734177,1.0332278481012658,735.0,2.2275449101796405,34.03,-118.41,4.5
1529,4.4286,52.0,2.7210884353741496,0.9723320158102768,515.0,1.892116182572614,34.07,-118.31,2.281
1530,2.681,21.0,3.528138528138528,1.0533333333333332,1290.0,3.425396825396825,34.21,-118.45,2.257
1531,3.1477,25.0,4.637271214642263,1.1014443567752088,1317.0,2.3623424878845847,34.42,-118.47,2.17
1532,4.5,34.0,5.08588957055214,1.0324483775811208,1197.0,2.4476987447698475,33.94,-118.32,1.668
1533,5.3138,46.0,6.211531841652325,1.083916083916084,1083.0,2.8472222222222223,37.3,-121.91,2.091
1534,6.4685,5.0,6.7725752508361206,0.9395973154362416,1993.0,3.0210325047801145,37.7,-122.01,3.114
1535,5.1771,32.0,6.205574912891986,1.0085287846481876,1233.0,2.205574912891986,33.99,-118.4,3.413
1536,7.1262,15.0,7.577142857142857,0.9940476190476192,3163.0,2.957142857142857,38.66,-121.34,3.009
1537,3.225,17.0,5.430703624733476,0.9866369710467706,1532.0,3.1906400550585,32.98,-115.52,0.729
1538,3.1136,36.0,3.74609375,1.0583125,1462.0,5.372670807453416,34.05,-118.02,1.411
1539,2.9154,13.0,3.878423513694055,1.0745156482861409,2563.0,2.053367217280884,37.32,-121.88,2.361
1540,3.8333,25.0,5.99236641221343,1.125939849624061,2218.0,2.8978494623655915,35.4,-119.47,1.272
1541,3.0833,24.0,4.681388012618297,0.9037800687285223,510.0,2.433628318584071,37.45,-122.12,2.477
1542,2.8167,52.0,3.6295189003436423,1.088785046728972,863.0,2.1259445843828715,37.59,-122.41,2.5
1543,2.2083,49.0,3.890365448504984,1.1690962099125364,922.0,1.9477611940298507,32.72,-117.14,1.557
1544,1.2434,52.0,1.8632855567805957,1.183364839319471,869.0,1.4926267281105992,37.79,-122.42,2.5
1545,2.9167,15.0,5.394833948339484,1.2469249692496924,1003.0,1.9575289575289576,33.23,-117.35,0.776
1546,3.2583,35.0,4.376470588235294,1.0516759776536313,1016.0,2.217383820543093,33.93,-117.47,1.274
1547,2.375,39.0,3.930909090909091,1.1527272727272728,1054.0,3.0865139949109417,33.95,-118.17,1.571
1548,3.8992,22.0,7.678861788617886,1.459349593495935,563.0,2.5040650406504064,38.01,-122.64,2.289
1549,5.7415,19.0,6.444444444444445,1.070909090909091,1454.0,3.8333333333333335,32.81,-117.19,2.693
1550,3.875,48.0,4.656903765690377,1.0585774058577406,591.0,2.414634146341464,34.25,-118.31,1.739
1551,3.7143,7.0,4.367851622874807,1.0807174887892377,1738.0,2.2384219554030875,38.03,-121.35,1.335
1552,2.9569,17.0,5.084084084084084,1.0945945945945943,1216.0,2.227027027027027,38.43,-120.88,1.292
1553,2.1797,27.0,4.969418960244648,1.019736842105263,1461.0,3.155701754385965,36.75,-119.76,0.571
1554,5.7376,25.0,6.68279569892473,1.03125,1032.0,2.848928846153846,34.44,-119.81,2.645
1555,3.5714,26.0,5.854671280276817,1.0034602076124568,1581.0,2.8927335640138407,37.69,-120.98,1.381
1556,4.2826,18.0,5.583815028901734,1.0115606936416186,8784.0,2.3830334190231364,37.53,-122.25,4.411
1557,5.7306,22.0,4.888217522658611,0.8757396449704142,1278.0,3.086235489220564,37.27,-121.83,2.319
1558,4.5337,19.0,4.261904761904762,1.042707886435331,5437.0,7.738095238095238,37.66,-122.41,2.27
1559,3.0021,15.0,3.717870257037944,1.0140562248995983,2513.0,3.483457844112769,34.24,-118.37,1.818
1560,3.7,38.0,4.6575539568345325,1.048832271762208,901.0,3.14425427872862,33.78,-118.09,1.747
1561,3.1325,42.0,4.739130434782608,1.0695652173913044,704.0,2.1739130434782608,38.01,-121.9,1.656
1562,2.2095,22.0,5.372781065088757,1.057199211045365,1204.0,4.382881355932203,36.86,-120.51,0.758
1563,1.9912,52.0,5.870967741935484,1.1774193548387095,498.0,2.3870967741935485,37.77,-122.19,0.964
1564,4.7222,26.0,5.754639175257732,0.9896907216494846,1219.0,3.059233449477352,34.09,-117.87,2.124
1565,5.0596,18.0,6.473087818696884,1.143947655398037,1450.0,2.9982788296041307,34.24,-119.22,2.715
1566,2.3355,14.0,4.10913140311802,1.065989847715736,1149.0,3.38471673254282,36.21,-119.34,0.641
1567,3.1364,49.0,5.440366972477064,1.0818505338078293,707.0,2.802675585284281,37.85,-122.28,1.569
1568,2.1074,36.0,3.973365617433415,1.0930787589498807,1526.0,3.171122994652406,33.93,-118.35,1.365
1569,3.5465,44.0,3.8206912442396312,1.0859188544152745,1054.0,1.3905191873589164,34.11,-118.28,2.167
1570,2.9688,18.0,3.868544600938967,1.073051948051948,3771.0,3.416107382550336,37.77,-122.27,1.64
1571,5.6263,16.0,5.405594405594405,1.0997229916897506,784.0,1.94831013916501,33.66,-117.81,3.204
1572,1.9667,44.0,4.119705340699816,1.0,1494.0,3.353470437017995,33.95,-118.3,0.692
1573,2.9337,33.0,4.886904761904762,1.0476190476190477,849.0,2.380952380952381,36.8,-119.72,0.731
1574,3.4427,12.0,4.336842105263158,1.0973684210526315,1795.0,2.3947368421052637,33.87,-118.17,3.05
1575,7.0217,12.0,7.749051833122629,1.04794163626889,690.0,2.9908925318761383,33.89,-117.77,3.859
1576,3.2546,34.0,5.230235783633856,1.027739251040343,1586.0,2.637342908432056,33.79,-117.97,1.898
1577,3.6455,11.0,4.513609467455621,1.082815734989648,2755.0,3.2094117647058824,38.09,-122.21,2.375
1578,8.2831,35.0,7.6298076923076925,0.964509394572025,1447.0,2.956236323851204,34.1,-118.17,4.42
1579,2.1776,37.0,5.524064171122995,1.028735632183908,846.0,2.5559006211180124,39.14,-121.68,0.847
1580,6.7193,24.0,6.93939393939394,0.979949874686716,2119.0,3.132264529058117,34.3,-118.9,3.864
1581,2.3056,37.0,4.770833333333333,1.0,629.0,3.24375,38.26,-121.49,0.718
1582,1.5982,35.0,3.9336,1.072,1628.0,2.512,34.04,-118.31,1.191
1583,3.4706,36.0,4.8459214501510575,1.0,1658.0,2.640124095139607,34.12,-118.02,2.119
1584,3.9286,4.0,4.004219409282675,1.1217948717948718,1685.0,1.965432098765432,33.7,-117.79,1.759
1585,2.8226,23.0,5.092503987240829,1.0590219224283306,1640.0,2.2879256965944275,38.68,-121.0,1.415
1586,4.2875,44.0,5.789333333333333,1.0373333333333334,1090.0,2.2266666666666666,37.58,-122.13,1.966
1587,3.7813,40.0,5.016317016317016,1.0163170163170163,717.0,2.7804878048780486,37.77,-122.18,1.5
1588,2.2188,22.0,3.176470588235294,1.0276595744680852,489.0,2.217391304347826,38.0,-121.82,1.375
1589,5.6937,22.0,6.232253086419753,1.0390625,5546.0,2.815340909090909,37.53,-121.96,2.46
1590,2.2621,38.0,5.054093567251462,1.1270983213429258,1858.0,4.011090573012939,33.91,-118.25,0.958
1591,4.1339,21.0,6.026785714285714,1.0652680652680653,1515.0,3.4497354497354498,38.49,-121.25,2.131
1592,2.5284,24.0,3.59245960502693,1.0369127516778522,1594.0,2.299194729577465,34.42,-119.72,2.852
1593,1.2269,35.0,3.8623024830699775,1.1433224755700326,841.0,2.592833876221498,34.62,-118.19,0.813
1594,5.6407,52.0,5.552,1.074,1089.0,2.584,37.75,-122.46,4.393
1595,2.3062,39.0,5.291814946619217,1.0615212527964206,836.0,3.5097472924187727,35.38,-118.97,0.833
1596,2.6591,11.0,4.925867507886435,1.020752921535896,1065.0,2.2144329896907213,34.86,-120.45,1.234
1597,4.0,34.0,5.373801916932906,1.1045576407506703,1321.0,2.552147239263804,34.16,-118.37,3.593
1598,3.0721,20.0,4.284023668639053,1.0729431721798135,1574.0,3.010893246187364,34.23,-118.39,2.175
1599,4.5208,15.0,5.055421686746988,1.0859813084112149,1316.0,2.544943820224719,38.73,-121.76,1.821
1600,3.4688,45.0,5.734111111111111,1.1611111111111112,1200.0,3.006666666666667,33.95,-117.27,1.083
1601,3.1917,28.0,4.367851622874807,1.0096339113680155,2588.0,2.988422575976845,37.96,-122.05,1.844
1602,5.5842,5.0,6.571603125448086,1.0148148148148148,1581.0,3.2945301542777,37.27,-121.82,2.568
1603,2.788,8.0,5.167785234899329,1.0817610062893082,1699.0,2.278825995807128,38.55,-120.2,1.363
1604,7.6129,26.0,7.081967213114754,0.9637681159420288,852.0,2.4472826086956534,33.75,-118.09,4.069
1605,4.1,37.0,5.46875,1.128125,939.0,3.4875,34.06,-117.74,0.929
1606,3.7813,47.0,4.434615384615385,1.0384615384615383,784.0,1.8653846153846156,34.16,-118.39,3.429
1607,3.0221,16.0,4.784386617100372,1.0,3096.0,2.865350089766607,37.68,-121.04,1.591
1608,3.9855,52.0,6.0,1.04,797.0,2.4026666666666667,37.76,-121.93,3.449
1609,2.8,39.0,5.977667493796526,1.002820874471086,1452.0,3.1318327974276525,38.69,-121.43,0.912
1610,2.8021,16.0,3.481835564053537,1.1434108527131783,2104.0,2.0590128755364807,32.72,-117.16,1.375
1611,3.8257,21.0,4.7392638036809815,1.1829573934837092,2774.0,1.9527720739219712,37.4,-121.96,2.75
1612,2.9954,24.0,3.889830508474576,1.0949152542372882,3106.0,2.281779661016949,33.91,-118.37,3.357
1613,3.1902,32.0,3.9672131147540974,0.9532710280373812,714.0,2.07942238267148,34.18,-118.42,2.541
1614,3.1375,13.0,3.9673202614379086,1.0018796992481205,1151.0,2.764705882352941,33.74,-117.89,1.617
1615,2.8906,21.0,3.717703349282211,1.0226130653266332,2597.0,4.942211055276382,34.05,-118.12,2.395
1616,2.5179,21.0,4.7478991596638656,1.1340482573726542,623.0,1.4180249280920425,34.07,-117.28,0.732
1617,4.5,11.0,6.347670250896058,1.050179211469534,2581.0,2.7845303867403315,32.95,-116.9,2.086
1618,2.2292,4.0,4.176360225140713,1.0998864926220204,1804.0,1.806378132118451,38.68,-121.44,1.75
1619,7.5118,12.0,7.9296,1.054,1729.0,3.12,33.65,-117.83,2.895
1620,2.2222,30.0,3.2734375,1.0390625,2175.0,2.8463541666666665,32.76,-117.14,1.305
1621,5.2405,21.0,6.3655462184873945,0.9558823529411764,667.0,2.565057471264368,37.13,-122.07,2.824
1622,4.6304,35.0,6.052757793764988,1.0568513119533527,999.0,2.395017793594306,34.2,-118.61,2.14
1623,4.4886,17.0,4.48371335504886,1.0,2203.0,2.922201138519924,34.15,-118.39,3.214
1624,2.75,7.0,4.6375838926174495,1.0744274809160306,814.0,3.1012145748987856,32.75,-117.08,1.41
1625,2.9952,31.0,4.015410958904605,1.02726473175022,2819.0,2.8539445628997866,37.29,-121.87,2.844
1626,5.9582,21.0,5.66941297631308,1.0408921933085502,1558.0,3.661710037174721,37.46,-122.28,4.425
1627,1.5089,10.0,3.835582822085889,1.0935117056856187,1213.0,3.160535117056856,33.97,-118.29,1.404
1628,3.9803,27.0,4.965156794425087,1.1254355400696865,1678.0,2.533101045296167,33.77,-117.97,3.041
1629,5.0862,6.0,8.60234899328859,1.0413956238911886,6270.0,3.390847711927982,32.83,-116.98,1.745
1630,5.4635,18.0,6.220159151193634,1.177215189873418,770.0,2.748299319727891,37.66,-122.06,1.889
1631,5.3229,34.0,7.067226890756302,1.029126213592233,776.0,3.2350230414746544,34.25,-117.3,1.654
1632,3.2121,7.0,3.6245530393325383,1.0623145400593472,2744.0,1.934718100890208,34.15,-118.12,2.154
1633,5.3377,26.0,5.036734693877551,0.931899641577061,2300.0,3.024489795918367,37.44,-121.93,2.346
1634,3.735,25.0,5.836683417085427,1.020100502512563,3840.0,3.293628808864266,34.27,-118.42,1.324
1635,3.5052,8.0,5.754617414248021,1.1061752988047808,2677.0,2.7588832487309647,38.57,-121.72,1.526
1636,2.8453,6.0,6.664233576642336,1.146981627296588,2515.0,2.598173515981735,38.0,-122.25,1.915
1637,3.1579,20.0,4.446428571428571,1.0529411764705885,564.0,2.867647058823529,33.83,-118.0,2.084
1638,3.425,27.0,3.6733870967741935,0.9381107491856676,805.0,4.040322580645161,34.09,-118.05,1.917
1639,1.899,20.0,4.584245076586433,1.026685393258427,1740.0,2.671511627906977,37.97,-122.35,1.342
1640,3.1597,25.0,4.724691358024692,1.0593406593406594,1807.0,2.3736600306278715,33.98,-117.97,1.688
1641,5.8898,24.0,6.271794871794872,1.0311688311688312,2801.0,2.644986449864499,36.98,-121.91,2.304
1642,3.5288,26.0,4.680412371134021,1.0371124497991966,1498.0,3.979919678714859,38.0,-121.88,1.089
1643,4.6167,22.0,5.026699029126213,1.0742296918767509,1396.0,2.106639839034205,37.35,-122.04,3.692
1644,3.6597,44.0,4.143176733780761,0.959731543624161,1170.0,3.612975391498882,34.14,-118.19,2.051
1645,4.1153,34.0,5.624423963133641,1.084307992202735,1427.0,4.166093928980527,32.57,-117.07,1.582
1646,6.9501,13.0,7.075794621026895,0.988399071925754,3107.0,3.27013251783894,37.93,-121.95,2.623
1647,2.1563,29.0,5.362586605080831,1.1247892074198989,2315.0,2.562753036437247,34.14,-116.31,0.66
1648,3.4879,19.0,4.70694087403599,1.054628224582701,3266.0,2.38302752293578,34.1,-117.82,1.733
1649,1.9286,19.0,3.7285714285714286,1.1428571428571428,890.0,2.5964285714285715,33.2,-117.23,1.708
1650,2.9141,44.0,5.775067750677507,1.14222222222222,1008.0,2.287735073746392,37.64,-120.9,0.988
1651,2.3333,33.0,4.610526315789474,0.9473684210526316,557.0,2.4342105263157894,32.74,-117.11,0.911
1652,3.275,28.0,4.2926829268292686,1.0975609756097562,1796.0,2.343313373253493,37.63,-122.42,2.349
1653,1.8277,8.0,4.828859060402684,1.2737896494156928,1073.0,3.574506283662477,39.43,-121.54,0.468
1654,2.4701,21.0,3.77012987012987,1.0386100386100383,2654.0,2.238482384823848,34.07,-118.45,2.25
1655,3.0453,24.0,3.675,1.04147465437788,2204.0,3.6286644951140063,34.2,-118.41,2.165
1656,2.3725,35.0,3.538894613587924,1.0601336302895323,2179.0,4.819383259911894,33.92,-118.21,1.19
1657,2.2054,23.0,4.454155844155844,1.0165016501650166,566.0,2.53416149068323,37.53,-120.9,0.846
1658,3.1034,8.0,3.938697318007663,1.053639846743295,1493.0,2.075801749271137,32.72,-117.13,1.66
1659,3.6484,20.0,6.091476091476092,1.0,1031.0,3.0609756097560976,38.49,-121.6,2.206
1660,3.4375,14.0,5.912234042553192,1.527102803738318,868.0,2.7532710280373838,37.31,-120.46,1.038
1661,2.7188,6.0,4.370801033591731,1.0742296918767509,977.0,1.5346062052505969,38.58,-121.49,0.813
1662,3.5039,27.0,4.938837920489297,1.072419106317411,2192.0,3.278074866310161,34.1,-117.74,1.013
1663,6.4631,3.0,6.62076749435666,1.0332764505119454,2419.0,3.49356621323904,34.1,-117.66,1.75
1664,3.8703,17.0,6.3247863247863245,1.1321917808219175,1298.0,2.7264957264957266,38.75,-121.28,1.642
1665,2.7284,32.0,4.414944356120826,1.1710794297352345,1669.0,3.652291105121294,34.21,-118.4,2.393
1666,2.6458,12.0,4.536184210526316,1.0105263157894735,546.0,2.6184210526315788,35.47,-118.66,1.0
1667,4.5417,45.0,4.244725738396625,1.024561403508772,678.0,1.951841359773371,34.05,-118.38,3.979
1668,3.6023,32.0,4.173575129533679,1.071078431372549,1052.0,1.8496376811594204,34.16,-118.37,3.187
1669,1.9839,17.0,3.769244604316546,1.181255605381165,1036.0,2.402877697841727,34.06,-118.03,1.375
1670,6.0352,29.0,6.273764258555133,1.0930232558139534,1543.0,3.147492625368732,38.0,-122.27,2.513
1671,2.65,11.0,4.341389728096677,1.0975143403441685,1694.0,3.1435406698564594,37.33,-121.83,2.262
1672,3.3702,28.0,3.7114093959731536,1.0131233595800524,863.0,1.8471849865951744,34.09,-118.35,2.258
1673,4.3875,10.0,5.648915187376726,1.0615384615384615,1000.0,2.5641025641025643,33.91,-117.28,2.083
1674,3.5813,16.0,4.073619631901847,1.0496277915632757,995.0,2.5276073619631902,33.9,-118.11,1.829
1675,4.6821,24.0,5.961672473867596,1.0471092077087794,1564.0,3.186340640809444,33.96,-117.53,1.76
1676,2.2175,35.0,4.324324324324325,0.972972972972973,1005.0,2.885885885885886,35.38,-118.97,0.483
1677,3.1827,52.0,5.371428571428571,1.0524691358024691,1026.0,2.0384615384615383,37.73,-122.41,2.385
1678,7.3681,21.0,6.791666666666667,1.1146666666666667,1660.0,2.708333333333333,37.24,-122.04,2.915
1679,4.2109,23.0,5.068783068783069,0.9393939393939394,823.0,2.67151515151515,37.26,-122.01,5.00001
1680,3.9036,20.0,5.677064220183486,1.0201834862385322,1693.0,2.664399092970521,32.8,-117.11,1.589
1681,3.4702,26.0,5.58,1.0333333333333334,1024.0,3.44,33.78,-117.97,1.98
1682,3.7933,35.0,5.553191489361702,1.053191489361702,1794.0,2.348936170212766,37.71,-122.45,2.528
